uuid,key,value
id-a54539c3-09c8-11ed-1459-0a0027000004,Business unit,WB/Transaction Services
id-a54539c3-09c8-11ed-1459-0a0027000004,Support Group,WB/TS/Payments/Initiate/KxC
id-a54539c3-09c8-11ed-1459-0a0027000004,Asset Owner,Jouke Hooghiemstra
id-a54539c3-09c8-11ed-1459-0a0027000004,IT Custodian,Ward Thijs
id-a54539c3-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM1,
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM2,
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM3,
id-a54539c3-09c8-11ed-1459-0a0027000004,Domain,n/a
id-a54539c3-09c8-11ed-1459-0a0027000004,S-Code,
id-a54539c3-09c8-11ed-1459-0a0027000004,Automation,
id-a54539c3-09c8-11ed-1459-0a0027000004,CMDB ID,1ca8b9a53766ee4061eb2b2943990e75
id-a54539c3-09c8-11ed-1459-0a0027000004,ING ID,application-business-33896
id-a54539c3-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54539c3-09c8-11ed-1459-0a0027000004,Operational Status,Decommissioned
id-a54539c3-09c8-11ed-1459-0a0027000004,Documentation,
id-a54539c3-09c8-11ed-1459-0a0027000004,Description,Order manager which deals with Bulk Incoming Messages and is a mid-office interface for all aspects of Electronic Banking between the ING front-office channels and the back-office applications
id-a54539c3-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54539c3-09c8-11ed-1459-0a0027000004,Comment,
id-a54539c3-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54539c3-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54539c3-09c8-11ed-1459-0a0027000004,Business unit,WB/Transaction Services
id-a54539c3-09c8-11ed-1459-0a0027000004,Support Group,WB/TS/Payments/Initiate/KxC
id-a54539c3-09c8-11ed-1459-0a0027000004,Asset Owner,Jouke Hooghiemstra
id-a54539c3-09c8-11ed-1459-0a0027000004,IT Custodian,Ward Thijs
id-a54539c3-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM1,
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM2,
id-a54539c3-09c8-11ed-1459-0a0027000004,BCM3,
id-a54539c3-09c8-11ed-1459-0a0027000004,Domain,n/a
id-a54539c3-09c8-11ed-1459-0a0027000004,S-Code,
id-a54539c3-09c8-11ed-1459-0a0027000004,Automation,
id-a5436505-09c8-11ed-1459-0a0027000004,CMDB ID,2cd6f1a13766ee4061eb2b2943990e2b
id-a5436505-09c8-11ed-1459-0a0027000004,ING ID,application-business-45470
id-a5436505-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5436505-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5436505-09c8-11ed-1459-0a0027000004,Documentation,Environnement IMCA IMCA Environnement
id-a5436505-09c8-11ed-1459-0a0027000004,Description,Management and treatment of costs on 011-accounts.
id-a5436505-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5436505-09c8-11ed-1459-0a0027000004,Comment,Also used as middleware between mainframe and AAA Private Banking
id-a5436505-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5436505-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5436505-09c8-11ed-1459-0a0027000004,Business unit,WB/Transaction Services
id-a5436505-09c8-11ed-1459-0a0027000004,Support Group,WB/TS/Payments/Processing/TIP FCP/ANS (BE)
id-a5436505-09c8-11ed-1459-0a0027000004,Asset Owner,Michiel Ranke
id-a5436505-09c8-11ed-1459-0a0027000004,IT Custodian,Ward Thijs
id-a5436505-09c8-11ed-1459-0a0027000004,Architect,Marcel Delhez
id-a5436505-09c8-11ed-1459-0a0027000004,BCM1,
id-a5436505-09c8-11ed-1459-0a0027000004,BCM2,
id-a5436505-09c8-11ed-1459-0a0027000004,BCM3,
id-a5436505-09c8-11ed-1459-0a0027000004,Domain,Payment (WB)
id-a5436505-09c8-11ed-1459-0a0027000004,S-Code,
id-a5436505-09c8-11ed-1459-0a0027000004,Automation,FG
id-a5436505-09c8-11ed-1459-0a0027000004,CMDB ID,2cd6f1a13766ee4061eb2b2943990e2b
id-a5436505-09c8-11ed-1459-0a0027000004,ING ID,application-business-45470
id-a5436505-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5436505-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5436505-09c8-11ed-1459-0a0027000004,Documentation,Environnement IMCA IMCA Environnement
id-a5436505-09c8-11ed-1459-0a0027000004,Description,Management and treatment of costs on 011-accounts.
id-a5436505-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5436505-09c8-11ed-1459-0a0027000004,Comment,Also used as middleware between mainframe and AAA Private Banking
id-a5436505-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5436505-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5436505-09c8-11ed-1459-0a0027000004,Business unit,WB/Transaction Services
id-a5436505-09c8-11ed-1459-0a0027000004,Support Group,WB/TS/Payments/Processing/TIP FCP/ANS (BE)
id-a5436505-09c8-11ed-1459-0a0027000004,Asset Owner,Michiel Ranke
id-a5436505-09c8-11ed-1459-0a0027000004,IT Custodian,Ward Thijs
id-a5436505-09c8-11ed-1459-0a0027000004,Architect,Marcel Delhez
id-a5436505-09c8-11ed-1459-0a0027000004,BCM1,
id-a5436505-09c8-11ed-1459-0a0027000004,BCM2,
id-a5436505-09c8-11ed-1459-0a0027000004,BCM3,
id-a5436505-09c8-11ed-1459-0a0027000004,Domain,Payment (WB)
id-a5436505-09c8-11ed-1459-0a0027000004,S-Code,
id-a5436505-09c8-11ed-1459-0a0027000004,Automation,FG
id-a55650c3-09c8-11ed-1459-0a0027000004,Target Application Option 1,GMDB
id-a55650c3-09c8-11ed-1459-0a0027000004,Target Application Option 1,GMDB
id-a542efd7-09c8-11ed-1459-0a0027000004,CMDB ID,8d51bec1db7ffa80b83bf3651d9619a1
id-a542efd7-09c8-11ed-1459-0a0027000004,ING ID,8d51bec1db7ffa80b83bf3651d9619a1
id-a542efd7-09c8-11ed-1459-0a0027000004,Environment,Production
id-a542efd7-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a542efd7-09c8-11ed-1459-0a0027000004,Documentation,
id-a542efd7-09c8-11ed-1459-0a0027000004,Description,"KBS stands for KasBon System. Application has been created in order to be able to manage accounting, charging of cash certificates issued by Record Bank."
id-a542efd7-09c8-11ed-1459-0a0027000004,BIA Date,
id-a542efd7-09c8-11ed-1459-0a0027000004,Comment,"JAVA in IPC, not mainframe."
id-a542efd7-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a542efd7-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a542efd7-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Investments
id-a542efd7-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Investments/Belgian Platform & AAA/Technical API
id-a542efd7-09c8-11ed-1459-0a0027000004,Asset Owner,Erik Hagreis
id-a542efd7-09c8-11ed-1459-0a0027000004,IT Custodian,Arnaud Gaudissart
id-a542efd7-09c8-11ed-1459-0a0027000004,Architect,Marcel Delhez
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM1,Finance management
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM2,Accounting
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM3,Business event translation
id-a542efd7-09c8-11ed-1459-0a0027000004,Domain,Investments
id-a542efd7-09c8-11ed-1459-0a0027000004,S-Code,
id-a542efd7-09c8-11ed-1459-0a0027000004,Automation,
id-a542efd7-09c8-11ed-1459-0a0027000004,CMDB ID,8d51bec1db7ffa80b83bf3651d9619a1
id-a542efd7-09c8-11ed-1459-0a0027000004,ING ID,8d51bec1db7ffa80b83bf3651d9619a1
id-a542efd7-09c8-11ed-1459-0a0027000004,Environment,Production
id-a542efd7-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a542efd7-09c8-11ed-1459-0a0027000004,Documentation,
id-a542efd7-09c8-11ed-1459-0a0027000004,Description,"KBS stands for KasBon System. Application has been created in order to be able to manage accounting, charging of cash certificates issued by Record Bank."
id-a542efd7-09c8-11ed-1459-0a0027000004,BIA Date,
id-a542efd7-09c8-11ed-1459-0a0027000004,Comment,"JAVA in IPC, not mainframe."
id-a542efd7-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a542efd7-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a542efd7-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Investments
id-a542efd7-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Investments/Belgian Platform & AAA/Technical API
id-a542efd7-09c8-11ed-1459-0a0027000004,Asset Owner,Erik Hagreis
id-a542efd7-09c8-11ed-1459-0a0027000004,IT Custodian,Arnaud Gaudissart
id-a542efd7-09c8-11ed-1459-0a0027000004,Architect,Marcel Delhez
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM1,Finance management
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM2,Accounting
id-a542efd7-09c8-11ed-1459-0a0027000004,BCM3,Business event translation
id-a542efd7-09c8-11ed-1459-0a0027000004,Domain,Investments
id-a542efd7-09c8-11ed-1459-0a0027000004,S-Code,
id-a542efd7-09c8-11ed-1459-0a0027000004,Automation,
id-a55677d9-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a55677d9-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 1,
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 2,
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 3,
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 1,
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 2,
id-a5534385-09c8-11ed-1459-0a0027000004,Target Application Option 3,
id-a54a90f5-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a54a90f5-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a54587e1-09c8-11ed-1459-0a0027000004,P-Code,
id-a54587e1-09c8-11ed-1459-0a0027000004,P-Code,
id-a548bc31-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a548bc31-09c8-11ed-1459-0a0027000004,Target Application Option 2,iMX
id-a548bc31-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a548bc31-09c8-11ed-1459-0a0027000004,Target Application Option 2,iMX
id-a5414223-09c8-11ed-1459-0a0027000004,CMDB ID,b18c5d2d3762ee4061eb2b2943990ec6
id-a5414223-09c8-11ed-1459-0a0027000004,ING ID,application-business-34183
id-a5414223-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5414223-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5414223-09c8-11ed-1459-0a0027000004,Documentation,Emission de Cheques. Cheque-uitgifte.
id-a5414223-09c8-11ed-1459-0a0027000004,Description,Agreements for handling client and branch cheques
id-a5414223-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5414223-09c8-11ed-1459-0a0027000004,Comment,
id-a5414223-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5414223-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5414223-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Core Banking
id-a5414223-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Payments BE/Products/Mint
id-a5414223-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a5414223-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a5414223-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a5414223-09c8-11ed-1459-0a0027000004,BCM1,Product & service processing
id-a5414223-09c8-11ed-1459-0a0027000004,BCM2,Product processing
id-a5414223-09c8-11ed-1459-0a0027000004,BCM3,Payment processing
id-a5414223-09c8-11ed-1459-0a0027000004,Domain,Payment (domestic)
id-a5414223-09c8-11ed-1459-0a0027000004,S-Code,
id-a5414223-09c8-11ed-1459-0a0027000004,Automation,FG
id-a5414223-09c8-11ed-1459-0a0027000004,CMDB ID,b18c5d2d3762ee4061eb2b2943990ec6
id-a5414223-09c8-11ed-1459-0a0027000004,ING ID,application-business-34183
id-a5414223-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5414223-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5414223-09c8-11ed-1459-0a0027000004,Documentation,Emission de Cheques. Cheque-uitgifte.
id-a5414223-09c8-11ed-1459-0a0027000004,Description,Agreements for handling client and branch cheques
id-a5414223-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5414223-09c8-11ed-1459-0a0027000004,Comment,
id-a5414223-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5414223-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5414223-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Core Banking
id-a5414223-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Payments BE/Products/Mint
id-a5414223-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a5414223-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a5414223-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a5414223-09c8-11ed-1459-0a0027000004,BCM1,Product & service processing
id-a5414223-09c8-11ed-1459-0a0027000004,BCM2,Product processing
id-a5414223-09c8-11ed-1459-0a0027000004,BCM3,Payment processing
id-a5414223-09c8-11ed-1459-0a0027000004,Domain,Payment (domestic)
id-a5414223-09c8-11ed-1459-0a0027000004,S-Code,
id-a5414223-09c8-11ed-1459-0a0027000004,Automation,FG
id-a5467241-09c8-11ed-1459-0a0027000004,P-Code,
id-a5467241-09c8-11ed-1459-0a0027000004,P-Code,
id-a54512b1-09c8-11ed-1459-0a0027000004,CMDB ID,
id-a54512b1-09c8-11ed-1459-0a0027000004,ING ID,
id-a54512b1-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54512b1-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a54512b1-09c8-11ed-1459-0a0027000004,Documentation,Schma A - annexe - (FICS & CIMAD). A schema - annexe - (FICS & CIMAD).
id-a54512b1-09c8-11ed-1459-0a0027000004,Description,
id-a54512b1-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54512b1-09c8-11ed-1459-0a0027000004,Comment,C. Rogiers
id-a54512b1-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54512b1-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54512b1-09c8-11ed-1459-0a0027000004,Business unit,
id-a54512b1-09c8-11ed-1459-0a0027000004,Support Group,
id-a54512b1-09c8-11ed-1459-0a0027000004,Asset Owner,
id-a54512b1-09c8-11ed-1459-0a0027000004,IT Custodian,
id-a54512b1-09c8-11ed-1459-0a0027000004,Architect,Kathy Mottet
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM1,
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM2,Finance reporting to external stakeholders
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM3,Finance regulatory reporting
id-a54512b1-09c8-11ed-1459-0a0027000004,Domain,Finance & Risk
id-a54512b1-09c8-11ed-1459-0a0027000004,S-Code,
id-a54512b1-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a54512b1-09c8-11ed-1459-0a0027000004,CMDB ID,
id-a54512b1-09c8-11ed-1459-0a0027000004,ING ID,
id-a54512b1-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54512b1-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a54512b1-09c8-11ed-1459-0a0027000004,Documentation,Schma A - annexe - (FICS & CIMAD). A schema - annexe - (FICS & CIMAD).
id-a54512b1-09c8-11ed-1459-0a0027000004,Description,
id-a54512b1-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54512b1-09c8-11ed-1459-0a0027000004,Comment,C. Rogiers
id-a54512b1-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54512b1-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54512b1-09c8-11ed-1459-0a0027000004,Business unit,
id-a54512b1-09c8-11ed-1459-0a0027000004,Support Group,
id-a54512b1-09c8-11ed-1459-0a0027000004,Asset Owner,
id-a54512b1-09c8-11ed-1459-0a0027000004,IT Custodian,
id-a54512b1-09c8-11ed-1459-0a0027000004,Architect,Kathy Mottet
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM1,
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM2,Finance reporting to external stakeholders
id-a54512b1-09c8-11ed-1459-0a0027000004,BCM3,Finance regulatory reporting
id-a54512b1-09c8-11ed-1459-0a0027000004,Domain,Finance & Risk
id-a54512b1-09c8-11ed-1459-0a0027000004,S-Code,
id-a54512b1-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a54d2905-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a54d2905-09c8-11ed-1459-0a0027000004,Target Application Option 2,BPO
id-a54d2905-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a54d2905-09c8-11ed-1459-0a0027000004,Target Application Option 2,BPO
id-a557fe71-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a557fe71-09c8-11ed-1459-0a0027000004,Target Application Option 2,BPO
id-a557fe71-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a557fe71-09c8-11ed-1459-0a0027000004,Target Application Option 2,BPO
id-a54d290b-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a54d290b-09c8-11ed-1459-0a0027000004,Target Application Option 1,Loxon
id-a54dec55-09c8-11ed-1459-0a0027000004,Target Application Option 2,iMX
id-a54dec55-09c8-11ed-1459-0a0027000004,Target Application Option 2,iMX
id-a559ac23-09c8-11ed-1459-0a0027000004,Target Application Option 1,Europort
id-a559ac23-09c8-11ed-1459-0a0027000004,Target Application Option 1,Europort
id-a55dcad9-09c8-11ed-1459-0a0027000004,Target Application Option 1,EPOS ( NextGen AE as slave )
id-a55dcad9-09c8-11ed-1459-0a0027000004,Target Application Option 1,EPOS ( NextGen AE as slave )
id-a55da3c1-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a55da3c1-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a5508467-09c8-11ed-1459-0a0027000004,Target Application Option 1,PAC --> External Supplier
id-a5508467-09c8-11ed-1459-0a0027000004,Target Application Option 1,PAC --> External Supplier
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 1,Salesforce
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 2,
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 3,
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 1,Salesforce
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 2,
id-a55f0353-09c8-11ed-1459-0a0027000004,Target Application Option 3,
id-a53f6d63-09c8-11ed-1459-0a0027000004,CMDB ID,9b9b9d693762ee4061eb2b2943990e97
id-a53f6d63-09c8-11ed-1459-0a0027000004,ING ID,application-business-34133
id-a53f6d63-09c8-11ed-1459-0a0027000004,Environment,Production
id-a53f6d63-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a53f6d63-09c8-11ed-1459-0a0027000004,Documentation,Regroupement Avis de Credit. Groepering creditberichten.
id-a53f6d63-09c8-11ed-1459-0a0027000004,Description,"Booking of global credit for transfers, reporting details"
id-a53f6d63-09c8-11ed-1459-0a0027000004,BIA Date,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Comment,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a53f6d63-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Core Banking
id-a53f6d63-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Payments BE/Products/SEPA Brainiacs
id-a53f6d63-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a53f6d63-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a53f6d63-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM1,Product & service processing
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM2,Product processing
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM3,Client accounting & reporting processing
id-a53f6d63-09c8-11ed-1459-0a0027000004,Domain,Payment (domestic)
id-a53f6d63-09c8-11ed-1459-0a0027000004,S-Code,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Automation,FG
id-a53f6d63-09c8-11ed-1459-0a0027000004,CMDB ID,9b9b9d693762ee4061eb2b2943990e97
id-a53f6d63-09c8-11ed-1459-0a0027000004,ING ID,application-business-34133
id-a53f6d63-09c8-11ed-1459-0a0027000004,Environment,Production
id-a53f6d63-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a53f6d63-09c8-11ed-1459-0a0027000004,Documentation,Regroupement Avis de Credit. Groepering creditberichten.
id-a53f6d63-09c8-11ed-1459-0a0027000004,Description,"Booking of global credit for transfers, reporting details"
id-a53f6d63-09c8-11ed-1459-0a0027000004,BIA Date,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Comment,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a53f6d63-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a53f6d63-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Core Banking
id-a53f6d63-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Payments BE/Products/SEPA Brainiacs
id-a53f6d63-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a53f6d63-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a53f6d63-09c8-11ed-1459-0a0027000004,Architect,Danny Smalle
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM1,Product & service processing
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM2,Product processing
id-a53f6d63-09c8-11ed-1459-0a0027000004,BCM3,Client accounting & reporting processing
